time,latitude,longitude,wind_dir,wind_spd,gust,wave_height,dominant_wpd,average_wpd,mean_wave_dir,air_pressure,air_temperature,sea_surface_temperature
2019-02-08 04:50:00,40.250999450683594,-73.16400146484375,97.0,4.1,5.0,1.34,0 days 00:00:06.250000,0 days 00:00:05.630000114,99.0,1016.1,5.2,5.1
2019-02-08 05:50:00,40.250999450683594,-73.16400146484375,115.0,5.2,5.8,1.32,0 days 00:00:09.090000153,0 days 00:00:05.699999809,127.0,1014.3,5.4,5.1
2019-02-08 06:50:00,40.250999450683594,-73.16400146484375,145.0,5.3,6.3,1.27,0 days 00:00:06.250000,0 days 00:00:05.400000095,84.0,1014.1,5.6,5.0
2019-02-08 07:50:00,40.250999450683594,-73.16400146484375,290.0,3.7,5.1,1.36,0 days 00:00:06.250000,0 days 00:00:05.559999943,109.0,1015.0,5.6,5.0
2019-02-08 08:50:00,40.250999450683594,-73.16400146484375,335.0,3.2,4.1,1.27,0 days 00:00:06.250000,0 days 00:00:05.590000153,109.0,1014.3,5.3,5.0
2019-02-08 09:50:00,40.250999450683594,-73.16400146484375,76.0,4.6,5.5,1.25,0 days 00:00:06.250000,0 days 00:00:05.650000095,111.0,1012.8,4.4,5.0
2019-02-08 10:50:00,40.250999450683594,-73.16400146484375,83.0,3.4,4.3,1.35,0 days 00:00:06.250000,0 days 00:00:05.739999771,99.0,1012.5,4.4,5.0
2019-02-08 11:50:00,40.250999450683594,-73.16400146484375,269.0,1.1,2.0,1.24,0 days 00:00:05.880000114,0 days 00:00:05.500000,94.0,1013.8,4.9,5.0
2019-02-08 12:50:00,40.250999450683594,-73.16400146484375,231.0,1.6,2.7,1.15,0 days 00:00:06.250000,0 days 00:00:05.559999943,142.0,1013.9,5.0,4.9
2019-02-08 13:50:00,40.250999450683594,-73.16400146484375,192.0,2.6,3.4,1.03,0 days 00:00:05.880000114,0 days 00:00:05.409999847,120.0,1013.6,5.1,4.3
2019-02-08 14:50:00,40.250999450683594,-73.16400146484375,186.0,5.6,6.3,1.06,0 days 00:00:05.880000114,0 days 00:00:05.650000095,123.0,1012.1,5.2,4.2
2019-02-08 15:50:00,40.250999450683594,-73.16400146484375,208.0,5.9,7.2,0.95,0 days 00:00:06.670000076,0 days 00:00:05.400000095,116.0,1012.0,5.8,4.1
2019-02-08 16:50:00,40.250999450683594,-73.16400146484375,249.0,8.2,9.6,0.93,0 days 00:00:06.670000076,0 days 00:00:04.630000114,120.0,1012.3,6.0,4.1
2019-02-08 17:50:00,40.250999450683594,-73.16400146484375,256.0,7.3,8.8,0.96,0 days 00:00:08.329999924,0 days 00:00:04.199999809,99.0,1012.7,6.3,4.1
2019-02-08 18:50:00,40.250999450683594,-73.16400146484375,241.0,7.6,8.7,0.98,0 days 00:00:09.090000153,0 days 00:00:04.590000153,117.0,1012.8,6.6,4.0
2019-02-08 19:50:00,40.250999450683594,-73.16400146484375,247.0,7.0,8.5,0.96,0 days 00:00:08.329999924,0 days 00:00:04.369999886,116.0,1013.5,6.8,4.1
2019-02-08 20:50:00,40.250999450683594,-73.16400146484375,271.0,8.2,10.8,0.97,0 days 00:00:09.090000153,0 days 00:00:04.440000057,124.0,1014.0,8.4,4.1
2019-02-08 21:50:00,40.250999450683594,-73.16400146484375,283.0,9.7,12.0,1.14,0 days 00:00:03.569999933,0 days 00:00:03.930000067,276.0,1015.1,8.1,4.0
2019-02-08 22:50:00,40.250999450683594,-73.16400146484375,281.0,12.0,14.7,1.28,0 days 00:00:04.760000229,0 days 00:00:04.260000229,293.0,1015.8,8.1,4.0
2019-02-08 23:50:00,40.250999450683594,-73.16400146484375,281.0,12.5,16.0,1.57,0 days 00:00:05.260000229,0 days 00:00:04.699999809,279.0,1017.3,7.3,4.0
2019-02-09 00:50:00,40.250999450683594,-73.16400146484375,291.0,14.3,17.2,1.9,0 days 00:00:05.880000114,0 days 00:00:04.849999905,295.0,1018.5,6.0,4.0
2019-02-09 01:50:00,40.250999450683594,-73.16400146484375,290.0,14.7,18.1,2.09,0 days 00:00:05.880000114,0 days 00:00:04.960000038,286.0,1020.1,4.9,4.0
2019-02-09 02:50:00,40.250999450683594,-73.16400146484375,287.0,16.5,19.3,2.36,0 days 00:00:06.250000,0 days 00:00:05.250000,294.0,1020.9,3.4,4.1
2019-02-09 03:50:00,40.250999450683594,-73.16400146484375,291.0,15.0,18.6,2.66,0 days 00:00:06.250000,0 days 00:00:05.460000038,298.0,1022.4,2.5,4.1
2019-02-09 04:50:00,40.250999450683594,-73.16400146484375,292.0,15.2,18.9,2.36,0 days 00:00:06.250000,0 days 00:00:05.239999771,293.0,1023.6,1.9,4.1
2019-02-09 05:50:00,40.250999450683594,-73.16400146484375,302.0,14.3,16.9,2.36,0 days 00:00:06.670000076,0 days 00:00:05.150000095,280.0,1024.5,1.6,4.1
2019-02-09 06:50:00,40.250999450683594,-73.16400146484375,303.0,15.1,17.9,2.25,0 days 00:00:06.250000,0 days 00:00:04.989999771,302.0,1025.3,1.1,4.3
2019-02-09 07:50:00,40.250999450683594,-73.16400146484375,302.0,15.2,18.4,2.11,0 days 00:00:06.250000,0 days 00:00:04.969999790,297.0,1026.2,0.5,4.5
2019-02-09 08:50:00,40.250999450683594,-73.16400146484375,308.0,13.7,17.0,2.1,0 days 00:00:06.670000076,0 days 00:00:05.010000229,296.0,1027.4,-0.1,4.5
2019-02-09 09:50:00,40.250999450683594,-73.16400146484375,310.0,14.4,18.0,2.0,0 days 00:00:06.250000,0 days 00:00:04.889999866,296.0,1028.4,-0.5,4.6
2019-02-09 10:50:00,40.250999450683594,-73.16400146484375,307.0,13.6,17.5,2.1,0 days 00:00:06.250000,0 days 00:00:04.969999790,306.0,1029.7,-1.0,4.6
2019-02-09 11:50:00,40.250999450683594,-73.16400146484375,314.0,13.7,17.3,1.82,0 days 00:00:05.880000114,0 days 00:00:04.829999924,305.0,1030.8,-1.6,4.6
2019-02-09 12:50:00,40.250999450683594,-73.16400146484375,319.0,15.1,19.2,2.13,0 days 00:00:06.250000,0 days 00:00:04.969999790,306.0,1032.5,-2.1,4.6
2019-02-09 13:50:00,40.250999450683594,-73.16400146484375,311.0,13.9,17.0,1.96,0 days 00:00:06.250000,0 days 00:00:04.800000191,302.0,1034.0,-2.6,4.6
2019-02-09 14:50:00,40.250999450683594,-73.16400146484375,310.0,13.1,15.7,1.69,0 days 00:00:05.880000114,0 days 00:00:04.510000229,303.0,1034.4,-2.2,4.6
2019-02-09 15:50:00,40.250999450683594,-73.16400146484375,319.0,12.8,15.8,1.92,0 days 00:00:05.880000114,0 days 00:00:04.739999771,309.0,1035.0,-2.0,4.7
2019-02-09 16:50:00,40.250999450683594,-73.16400146484375,310.0,11.9,16.1,1.88,0 days 00:00:05.559999943,0 days 00:00:04.679999828,305.0,1035.2,-1.7,4.7
2019-02-09 17:50:00,40.250999450683594,-73.16400146484375,318.0,11.6,14.7,1.72,0 days 00:00:05.880000114,0 days 00:00:04.510000229,306.0,1034.9,-0.9,4.7
2019-02-09 18:50:00,40.250999450683594,-73.16400146484375,315.0,11.6,13.5,1.64,0 days 00:00:05.880000114,0 days 00:00:04.510000229,297.0,1034.9,-0.3,4.8
2019-02-09 19:50:00,40.250999450683594,-73.16400146484375,317.0,10.1,12.9,1.39,0 days 00:00:05.260000229,0 days 00:00:04.300000191,300.0,1035.7,0.0,4.8
2019-02-09 20:50:00,40.250999450683594,-73.16400146484375,317.0,9.9,13.5,1.25,0 days 00:00:04.760000229,0 days 00:00:04.159999847,306.0,1036.2,0.4,4.8
2019-02-09 21:50:00,40.250999450683594,-73.16400146484375,314.0,8.9,11.1,1.15,0 days 00:00:04.760000229,0 days 00:00:04.059999943,308.0,1036.7,0.5,4.8
2019-02-09 22:50:00,40.250999450683594,-73.16400146484375,315.0,8.2,10.3,1.07,0 days 00:00:05,0 days 00:00:03.910000086,304.0,1037.7,0.7,4.7
2019-02-09 23:50:00,40.250999450683594,-73.16400146484375,312.0,8.6,11.2,1.03,0 days 00:00:05,0 days 00:00:03.970000029,302.0,1038.2,0.5,4.7
2019-02-10 00:50:00,40.250999450683594,-73.16400146484375,310.0,8.6,10.2,1.01,0 days 00:00:04.760000229,0 days 00:00:03.740000010,297.0,1038.7,0.5,4.7
2019-02-10 01:50:00,40.250999450683594,-73.16400146484375,314.0,8.1,10.8,0.92,0 days 00:00:04.760000229,0 days 00:00:03.730000019,298.0,1039.0,0.3,4.6
2019-02-10 02:50:00,40.250999450683594,-73.16400146484375,323.0,8.9,11.0,0.94,0 days 00:00:04.760000229,0 days 00:00:03.759999990,305.0,1039.4,0.1,4.6
2019-02-10 03:50:00,40.250999450683594,-73.16400146484375,323.0,9.6,11.7,0.92,0 days 00:00:04,0 days 00:00:03.640000105,312.0,1039.2,-0.4,4.6
2019-02-10 04:50:00,40.250999450683594,-73.16400146484375,322.0,8.7,10.3,0.95,0 days 00:00:04.170000076,0 days 00:00:03.660000086,308.0,1039.7,-0.6,4.6
2019-02-10 05:50:00,40.250999450683594,-73.16400146484375,336.0,8.7,10.3,1.04,0 days 00:00:04.550000191,0 days 00:00:03.730000019,304.0,1039.3,-1.1,4.6
2019-02-10 06:50:00,40.250999450683594,-73.16400146484375,338.0,8.3,10.0,1.03,0 days 00:00:04.760000229,0 days 00:00:03.789999962,296.0,1038.9,-1.4,4.6
2019-02-10 07:50:00,40.250999450683594,-73.16400146484375,345.0,7.2,8.8,0.92,0 days 00:00:04.760000229,0 days 00:00:03.759999990,300.0,1037.9,-1.5,4.6
2019-02-10 08:50:00,40.250999450683594,-73.16400146484375,345.0,6.3,8.0,0.78,0 days 00:00:04.349999905,0 days 00:00:03.579999924,298.0,1037.9,-1.5,4.6
2019-02-10 09:50:00,40.250999450683594,-73.16400146484375,349.0,5.2,6.4,0.67,0 days 00:00:03.329999924,0 days 00:00:03.480000019,345.0,1038.8,-1.8,4.5
2019-02-10 10:50:00,40.250999450683594,-73.16400146484375,320.0,3.1,4.6,0.59,0 days 00:00:03.450000048,0 days 00:00:03.470000029,337.0,1039.7,-1.9,4.5
2019-02-10 11:50:00,40.250999450683594,-73.16400146484375,309.0,3.0,4.7,0.51,0 days 00:00:03.329999924,0 days 00:00:03.420000076,338.0,1039.4,-1.9,4.4
2019-02-10 12:50:00,40.250999450683594,-73.16400146484375,272.0,2.3,3.7,0.4,0 days 00:00:03.329999924,0 days 00:00:03.369999886,338.0,1038.5,-1.4,4.3
2019-02-10 13:50:00,40.250999450683594,-73.16400146484375,297.0,3.1,4.3,0.39,0 days 00:00:02.940000057,0 days 00:00:03.509999989,343.0,1038.3,-1.0,4.3
2019-02-10 14:50:00,40.250999450683594,-73.16400146484375,281.0,4.6,6.1,0.33,0 days 00:00:14.810000420,0 days 00:00:03.480000019,34.0,1038.0,-0.9,4.4
2019-02-10 15:50:00,40.250999450683594,-73.16400146484375,285.0,4.1,5.3,0.33,0 days 00:00:14.810000420,0 days 00:00:03.400000095,189.0,1037.4,-1.2,4.6
2019-02-10 16:50:00,40.250999450683594,-73.16400146484375,277.0,4.8,6.5,0.39,0 days 00:00:03.329999924,0 days 00:00:03.220000029,283.0,1036.4,-1.6,4.7
2019-02-10 17:50:00,40.250999450683594,-73.16400146484375,277.0,6.6,7.7,,,,,1035.6,-1.6,4.7
2019-02-10 18:50:00,40.250999450683594,-73.16400146484375,272.0,6.9,8.7,0.52,0 days 00:00:03.130000114,0 days 00:00:03.009999990,287.0,1035.0,-1.1,4.7
2019-02-10 19:50:00,40.250999450683594,-73.16400146484375,253.0,5.7,7.0,0.51,0 days 00:00:03.329999924,0 days 00:00:03.180000067,280.0,1033.8,-0.9,4.7
2019-02-10 20:50:00,40.250999450683594,-73.16400146484375,270.0,4.4,5.5,0.45,0 days 00:00:03.230000019,0 days 00:00:03.079999924,287.0,1033.4,-0.1,4.7
2019-02-10 21:50:00,40.250999450683594,-73.16400146484375,260.0,4.1,5.4,0.38,0 days 00:00:02.940000057,0 days 00:00:03.359999895,289.0,1032.6,0.4,4.7
2019-02-10 22:50:00,40.250999450683594,-73.16400146484375,260.0,5.0,6.2,0.35,0 days 00:00:03.029999971,0 days 00:00:03.200000048,285.0,1032.2,0.9,4.6
2019-02-10 23:50:00,40.250999450683594,-73.16400146484375,258.0,5.0,6.5,0.36,0 days 00:00:02.940000057,0 days 00:00:03.150000095,270.0,1031.9,1.7,4.6
2019-02-11 00:50:00,40.250999450683594,-73.16400146484375,255.0,5.3,6.8,0.42,0 days 00:00:02.940000057,0 days 00:00:03.049999952,267.0,1031.0,2.2,4.6
2019-02-11 01:50:00,40.250999450683594,-73.16400146484375,252.0,5.7,7.2,0.4,0 days 00:00:03.130000114,0 days 00:00:03.210000038,245.0,1030.2,2.3,4.6
2019-02-11 02:50:00,40.250999450683594,-73.16400146484375,263.0,5.4,6.6,,,,,1030.0,2.5,4.6
2019-02-11 03:50:00,40.250999450683594,-73.16400146484375,275.0,5.1,6.6,0.43,0 days 00:00:03.029999971,0 days 00:00:03.210000038,254.0,1029.9,2.4,4.7
2019-02-11 04:50:00,40.250999450683594,-73.16400146484375,292.0,3.2,4.4,0.44,0 days 00:00:03.130000114,0 days 00:00:03.230000019,283.0,1029.2,2.1,4.6
2019-02-11 05:50:00,40.250999450683594,-73.16400146484375,271.0,3.1,4.6,0.45,0 days 00:00:03.029999971,0 days 00:00:03.269999981,277.0,1028.5,2.2,4.6
2019-02-11 06:50:00,40.250999450683594,-73.16400146484375,208.0,4.0,5.5,0.45,0 days 00:00:02.940000057,0 days 00:00:03.279999971,267.0,1027.8,0.3,4.6
2019-02-11 07:50:00,40.250999450683594,-73.16400146484375,280.0,1.5,2.2,0.4,0 days 00:00:02.940000057,0 days 00:00:03.259999990,279.0,1026.9,-1.1,4.6
2019-02-11 08:50:00,40.250999450683594,-73.16400146484375,316.0,1.3,1.9,0.37,0 days 00:00:09.090000153,0 days 00:00:03.569999933,105.0,1026.5,-1.1,4.6
2019-02-11 09:50:00,40.250999450683594,-73.16400146484375,342.0,2.1,2.9,0.34,0 days 00:00:09.090000153,0 days 00:00:03.849999905,133.0,1026.2,-0.5,4.5
2019-02-11 10:50:00,40.250999450683594,-73.16400146484375,322.0,2.9,4.3,0.32,0 days 00:00:08.329999924,0 days 00:00:03.869999886,118.0,1025.9,0.0,4.6
2019-02-11 11:50:00,40.250999450683594,-73.16400146484375,351.0,3.2,4.0,0.32,0 days 00:00:09.090000153,0 days 00:00:04.039999962,155.0,1026.0,0.6,4.6
2019-02-11 12:50:00,40.250999450683594,-73.16400146484375,6.0,2.4,3.4,0.3,0 days 00:00:09.090000153,0 days 00:00:04.199999809,116.0,1026.1,0.7,4.6
2019-02-11 13:50:00,40.250999450683594,-73.16400146484375,26.0,2.6,3.5,0.27,0 days 00:00:08.329999924,0 days 00:00:04.400000095,236.0,1026.4,0.5,4.6
2019-02-11 14:50:00,40.250999450683594,-73.16400146484375,54.0,3.2,4.0,0.28,0 days 00:00:09.090000153,0 days 00:00:05.119999886,158.0,1026.2,1.2,4.5
2019-02-11 15:50:00,40.250999450683594,-73.16400146484375,33.0,3.9,5.7,0.26,0 days 00:00:09.090000153,0 days 00:00:05.309999943,296.0,1026.0,1.5,4.5
2019-02-11 16:50:00,40.250999450683594,-73.16400146484375,43.0,4.6,5.8,0.27,0 days 00:00:09.090000153,0 days 00:00:03.660000086,159.0,1025.7,1.6,4.6
2019-02-11 17:50:00,40.250999450683594,-73.16400146484375,54.0,4.4,6.0,0.33,0 days 00:00:08.329999924,0 days 00:00:03.299999952,148.0,1025.5,1.8,4.7
2019-02-11 18:50:00,40.250999450683594,-73.16400146484375,55.0,5.8,7.6,0.4,0 days 00:00:02.940000057,0 days 00:00:03.170000076,26.0,1025.2,2.1,4.7
2019-02-11 19:50:00,40.250999450683594,-73.16400146484375,53.0,6.0,7.4,0.55,0 days 00:00:03.230000019,0 days 00:00:03.240000010,35.0,1025.2,2.0,4.7
2019-02-11 20:50:00,40.250999450683594,-73.16400146484375,60.0,5.1,6.1,0.54,0 days 00:00:03.329999924,0 days 00:00:03.400000095,38.0,1025.7,2.0,4.7
2019-02-11 21:50:00,40.250999450683594,-73.16400146484375,47.0,4.9,5.7,0.47,0 days 00:00:03.130000114,0 days 00:00:03.369999886,42.0,1025.9,2.2,4.7
2019-02-11 22:50:00,40.250999450683594,-73.16400146484375,50.0,4.8,6.1,0.45,0 days 00:00:03.329999924,0 days 00:00:03.329999924,58.0,1026.5,2.1,4.7
2019-02-11 23:50:00,40.250999450683594,-73.16400146484375,57.0,4.1,5.1,0.43,0 days 00:00:03.569999933,0 days 00:00:03.539999962,65.0,1027.1,2.4,4.7
2019-02-12 00:50:00,40.250999450683594,-73.16400146484375,49.0,4.3,5.4,0.41,0 days 00:00:03.130000114,0 days 00:00:03.400000095,64.0,1027.6,2.5,4.7
2019-02-12 01:50:00,40.250999450683594,-73.16400146484375,48.0,4.3,5.4,0.4,0 days 00:00:03.329999924,0 days 00:00:03.410000086,66.0,1027.8,2.5,4.7
2019-02-12 02:50:00,40.250999450683594,-73.16400146484375,58.0,4.2,4.8,0.37,0 days 00:00:03.700000048,0 days 00:00:03.440000057,70.0,1028.3,2.6,4.7
2019-02-12 03:50:00,40.250999450683594,-73.16400146484375,48.0,3.7,4.4,0.37,0 days 00:00:08.329999924,0 days 00:00:03.579999924,292.0,1028.7,2.6,4.7
2019-02-12 04:50:00,40.250999450683594,-73.16400146484375,52.0,4.3,5.6,0.35,0 days 00:00:08.329999924,0 days 00:00:03.579999924,257.0,1029.0,2.7,4.8
2019-02-12 05:50:00,40.250999450683594,-73.16400146484375,54.0,5.2,6.1,0.38,0 days 00:00:08.329999924,0 days 00:00:03.660000086,167.0,1028.8,2.7,4.8
2019-02-12 06:50:00,40.250999450683594,-73.16400146484375,51.0,6.0,7.2,0.43,0 days 00:00:09.090000153,0 days 00:00:03.299999952,144.0,1029.0,2.5,4.7
2019-02-12 07:50:00,40.250999450683594,-73.16400146484375,56.0,7.3,9.1,0.55,0 days 00:00:03.450000048,0 days 00:00:03.250000,80.0,1028.3,2.5,4.7
2019-02-12 08:50:00,40.250999450683594,-73.16400146484375,51.0,8.2,10.2,0.67,0 days 00:00:03.569999933,0 days 00:00:03.410000086,52.0,1028.4,2.5,4.7
2019-02-12 09:50:00,40.250999450683594,-73.16400146484375,71.0,8.6,10.2,0.87,0 days 00:00:04.170000076,0 days 00:00:03.690000057,35.0,1028.2,3.1,4.7
2019-02-12 10:50:00,40.250999450683594,-73.16400146484375,66.0,11.2,13.0,1.23,0 days 00:00:04.760000229,0 days 00:00:04.079999924,38.0,1027.5,2.3,4.7
2019-02-12 11:50:00,40.250999450683594,-73.16400146484375,74.0,11.5,14.3,1.38,0 days 00:00:05,0 days 00:00:04.199999809,49.0,1026.8,2.2,4.7
2019-02-12 12:50:00,40.250999450683594,-73.16400146484375,79.0,11.8,13.9,1.75,0 days 00:00:05.260000229,0 days 00:00:04.510000229,61.0,1026.7,2.2,4.8
2019-02-12 13:50:00,40.250999450683594,-73.16400146484375,85.0,11.7,14.0,1.87,0 days 00:00:05.880000114,0 days 00:00:04.730000019,58.0,1027.1,2.0,4.8
2019-02-12 14:50:00,40.250999450683594,-73.16400146484375,88.0,11.5,13.7,2.07,0 days 00:00:06.250000,0 days 00:00:05.039999962,67.0,1027.2,1.8,4.8
2019-02-12 15:50:00,40.250999450683594,-73.16400146484375,87.0,13.1,15.5,2.14,0 days 00:00:06.670000076,0 days 00:00:05.130000114,68.0,1025.4,1.7,4.9
2019-02-12 16:50:00,40.250999450683594,-73.16400146484375,84.0,12.8,15.9,2.4,0 days 00:00:06.250000,0 days 00:00:05.309999943,74.0,1024.6,1.7,4.9
2019-02-12 17:50:00,40.250999450683594,-73.16400146484375,79.0,13.1,15.6,2.66,0 days 00:00:07.139999866,0 days 00:00:05.579999924,85.0,1022.6,1.8,4.9
2019-02-12 18:50:00,40.250999450683594,-73.16400146484375,86.0,14.3,17.7,2.78,0 days 00:00:07.139999866,0 days 00:00:05.750000,90.0,1019.8,2.4,4.9
2019-02-12 19:50:00,40.250999450683594,-73.16400146484375,81.0,12.8,15.6,3.11,0 days 00:00:07.690000057,0 days 00:00:05.969999790,91.0,1019.9,2.7,4.9
2019-02-12 20:50:00,40.250999450683594,-73.16400146484375,86.0,13.2,15.4,3.28,0 days 00:00:07.139999866,0 days 00:00:06.030000210,74.0,1018.4,3.0,4.9
2019-02-12 21:50:00,40.250999450683594,-73.16400146484375,91.0,12.9,15.9,3.02,0 days 00:00:07.690000057,0 days 00:00:05.969999790,88.0,1016.4,3.5,4.9
2019-02-12 22:50:00,40.250999450683594,-73.16400146484375,83.0,12.4,15.2,3.15,0 days 00:00:07.690000057,0 days 00:00:06.090000153,92.0,1014.9,4.0,4.9
2019-02-12 23:50:00,40.250999450683594,-73.16400146484375,96.0,11.9,14.1,3.19,0 days 00:00:07.690000057,0 days 00:00:06.079999924,96.0,1012.5,4.8,4.7
2019-02-13 00:50:00,40.250999450683594,-73.16400146484375,108.0,11.0,13.1,3.2,0 days 00:00:08.329999924,0 days 00:00:06.269999981,97.0,1010.4,6.1,4.7
2019-02-13 01:50:00,40.250999450683594,-73.16400146484375,111.0,11.6,14.3,2.94,0 days 00:00:07.690000057,0 days 00:00:05.869999886,92.0,1007.6,6.6,4.6
2019-02-13 02:50:00,40.250999450683594,-73.16400146484375,123.0,9.8,11.5,3.18,0 days 00:00:07.690000057,0 days 00:00:06.159999847,107.0,1006.3,7.0,4.6
2019-02-13 03:50:00,40.250999450683594,-73.16400146484375,138.0,8.3,9.6,3.19,0 days 00:00:08.329999924,0 days 00:00:06.380000114,122.0,1004.5,7.2,4.6
2019-02-13 04:50:00,40.250999450683594,-73.16400146484375,156.0,4.4,6.9,3.04,0 days 00:00:09.090000153,0 days 00:00:06.269999981,124.0,1002.5,7.6,4.6
2019-02-13 05:50:00,40.250999450683594,-73.16400146484375,242.0,3.5,4.9,2.8,0 days 00:00:09.090000153,0 days 00:00:06.579999924,128.0,1002.3,7.3,4.6
2019-02-13 06:50:00,40.250999450683594,-73.16400146484375,195.0,4.4,5.2,2.78,0 days 00:00:09.090000153,0 days 00:00:06.650000095,119.0,1000.8,6.5,4.6
2019-02-13 07:50:00,40.250999450683594,-73.16400146484375,222.0,4.3,5.3,2.82,0 days 00:00:09.090000153,0 days 00:00:06.750000,119.0,999.3,6.6,4.7
2019-02-13 08:50:00,40.250999450683594,-73.16400146484375,258.0,5.6,7.9,2.49,0 days 00:00:09.090000153,0 days 00:00:06.639999866,119.0,999.7,6.0,4.8
2019-02-13 09:50:00,40.250999450683594,-73.16400146484375,278.0,5.3,7.4,2.26,0 days 00:00:09.090000153,0 days 00:00:06.519999981,116.0,1000.9,4.3,4.8
2019-02-13 10:50:00,40.250999450683594,-73.16400146484375,277.0,9.8,11.8,2.15,0 days 00:00:09.090000153,0 days 00:00:06.210000038,120.0,1002.6,4.1,4.8
2019-02-13 11:50:00,40.250999450683594,-73.16400146484375,273.0,9.4,11.9,2.31,0 days 00:00:09.090000153,0 days 00:00:05.940000057,113.0,1003.5,4.2,4.8
2019-02-13 12:50:00,40.250999450683594,-73.16400146484375,277.0,8.6,10.4,2.29,0 days 00:00:09.090000153,0 days 00:00:06.119999886,119.0,1004.2,4.6,4.8
2019-02-13 13:50:00,40.250999450683594,-73.16400146484375,275.0,10.0,11.9,2.23,0 days 00:00:10,0 days 00:00:05.789999962,125.0,1004.5,4.8,4.8
2019-02-13 14:50:00,40.250999450683594,-73.16400146484375,275.0,9.8,12.7,2.42,0 days 00:00:10,0 days 00:00:06.070000172,119.0,1005.0,4.6,4.8
2019-02-13 15:50:00,40.250999450683594,-73.16400146484375,282.0,9.0,11.2,2.1,0 days 00:00:10,0 days 00:00:05.570000172,135.0,1005.5,4.9,4.8
2019-02-13 16:50:00,40.250999450683594,-73.16400146484375,278.0,11.7,14.9,2.08,0 days 00:00:09.090000153,0 days 00:00:05.630000114,118.0,1005.5,5.4,4.8
2019-02-13 17:50:00,40.250999450683594,-73.16400146484375,275.0,10.5,12.4,1.98,0 days 00:00:10,0 days 00:00:05.309999943,127.0,1005.1,5.4,4.8
2019-02-13 18:50:00,40.250999450683594,-73.16400146484375,282.0,10.4,12.7,1.99,0 days 00:00:09.090000153,0 days 00:00:05.239999771,126.0,1004.9,5.2,4.8
2019-02-13 19:50:00,40.250999450683594,-73.16400146484375,269.0,10.2,12.8,1.99,0 days 00:00:10,0 days 00:00:05.369999886,126.0,1005.8,5.3,4.8
2019-02-13 20:50:00,40.250999450683594,-73.16400146484375,278.0,10.1,12.2,2.3,0 days 00:00:05.880000114,0 days 00:00:05.460000038,260.0,1006.2,5.2,4.8
2019-02-13 21:50:00,40.250999450683594,-73.16400146484375,269.0,12.5,14.6,2.31,0 days 00:00:05.880000114,0 days 00:00:05.670000076,266.0,1006.5,5.2,4.7
2019-02-13 22:50:00,40.250999450683594,-73.16400146484375,288.0,13.8,16.9,2.39,0 days 00:00:05.880000114,0 days 00:00:05.340000153,257.0,1007.2,3.7,4.7
2019-02-13 23:50:00,40.250999450683594,-73.16400146484375,277.0,13.4,16.0,2.5,0 days 00:00:05.559999943,0 days 00:00:05.380000114,282.0,1008.7,3.8,4.7
2019-02-14 00:50:00,40.250999450683594,-73.16400146484375,276.0,12.8,15.8,2.36,0 days 00:00:05.880000114,0 days 00:00:05.329999924,285.0,1009.4,3.5,4.6
2019-02-14 01:50:00,40.250999450683594,-73.16400146484375,276.0,12.7,15.6,2.46,0 days 00:00:06.250000,0 days 00:00:05.349999905,282.0,1010.4,3.4,4.6
2019-02-14 02:50:00,40.250999450683594,-73.16400146484375,273.0,12.8,16.8,2.16,0 days 00:00:05.559999943,0 days 00:00:05.179999828,271.0,1010.7,3.1,4.6
2019-02-14 03:50:00,40.250999450683594,-73.16400146484375,266.0,11.8,14.6,2.26,0 days 00:00:05.559999943,0 days 00:00:05.380000114,267.0,1011.1,3.2,4.6
2019-02-14 04:50:00,40.250999450683594,-73.16400146484375,263.0,12.7,15.3,2.1,0 days 00:00:05.559999943,0 days 00:00:05.070000172,262.0,1011.4,3.3,4.5
2019-02-14 05:50:00,40.250999450683594,-73.16400146484375,271.0,12.9,16.8,2.1,0 days 00:00:05.260000229,0 days 00:00:05.050000191,260.0,1011.5,3.2,4.5
2019-02-14 06:50:00,40.250999450683594,-73.16400146484375,273.0,12.3,16.1,1.95,0 days 00:00:05.260000229,0 days 00:00:04.909999847,272.0,1012.0,2.9,4.4
2019-02-14 07:50:00,40.250999450683594,-73.16400146484375,279.0,13.0,15.6,2.05,0 days 00:00:05.260000229,0 days 00:00:04.849999905,269.0,1012.4,2.8,4.4
2019-02-14 08:50:00,40.250999450683594,-73.16400146484375,281.0,12.8,15.5,1.97,0 days 00:00:05.559999943,0 days 00:00:04.929999828,257.0,1013.1,2.7,4.4
2019-02-14 09:50:00,40.250999450683594,-73.16400146484375,283.0,13.3,16.0,1.95,0 days 00:00:05,0 days 00:00:04.739999771,269.0,1014.3,2.7,4.4
2019-02-14 10:50:00,40.250999450683594,-73.16400146484375,284.0,13.6,16.4,1.98,0 days 00:00:05.260000229,0 days 00:00:04.809999943,282.0,1015.3,2.5,4.4
2019-02-14 11:50:00,40.250999450683594,-73.16400146484375,288.0,13.1,16.1,2.17,0 days 00:00:05.260000229,0 days 00:00:04.900000095,285.0,1016.1,2.5,4.4
2019-02-14 12:50:00,40.250999450683594,-73.16400146484375,282.0,10.4,12.4,1.92,0 days 00:00:05.559999943,0 days 00:00:04.769999981,291.0,1017.3,2.7,4.4
2019-02-14 13:50:00,40.250999450683594,-73.16400146484375,273.0,8.6,11.5,1.8,0 days 00:00:05.880000114,0 days 00:00:04.849999905,248.0,1017.5,2.7,4.4
